Name,Joint,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265,Feature266,Feature267,Feature268,Feature269,Feature270,Feature271,Feature272,Feature273,Feature274,Feature275,Feature276,Feature277,Feature278,Feature279,Feature280,Feature281,Feature282,Feature283,Feature284,Feature285,Feature286,Feature287,Feature288,Feature289,Feature290,Feature291,Feature292,Feature293,Feature294,Feature295,Feature296,Feature297,Feature298,Feature299,Feature300,Feature301,Feature302,Feature303,Feature304,Feature305,Feature306,Feature307,Feature308,Feature309,Feature310,Feature311,Feature312,Feature313,Feature314,Feature315,Feature316,Feature317,Feature318,Feature319,Feature320,Feature321,Feature322,Feature323,Feature324,Feature325,Feature326,Feature327,Feature328,Feature329,Feature330,Feature331,Feature332,Feature333,Feature334,Feature335,Feature336,Feature337,Feature338,Feature339,Feature340,Feature341,Feature342,Feature343,Feature344,Feature345,Feature346,Feature347,Feature348,Feature349,Feature350,Feature351,Feature352
breadknife_1_3dwh.ply,fixed,0.0393765,0,0,0,0,0,0,0,0,0,0.285474,0.283673,0,0,0,0,0,0,0,0,0,0.0396689,0.00490712,0,0,0,0,0,0,0,0,0,0.0393082,0.0404219,0,0,0,0,0,0,0,0,0,0.00468726,0.00201289,0,0,0,0,0,0,0,0,0,0.031563,0.0312577,0,0,0,0,0,0,0,0,0,0.00206092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187874,0,0,0,0,0,0,0,0,0,0.0316685,0.0306849,0,0,0,0,0,0,0,0,0,0.00188542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495572,0,0,0,0,0,0,0,0,0,0.401007,0.401809,0,0,0,0,0,0,0,0,0,0.0493087,0,0,0,0,0,0,0,0,0,0,0.0090787,0.00919989,0,0,0,0,0,0,0,0,0,0,0.0494382,0,0,0,0,0,0,0,0,0,0.397559,0.398677,0,0,0,0,0,0,0,0,0,0.0490634,0,0,0,0,0,0,0,0,0,0,0.00952104,0.00966706,0,0,0,0,0,0,0,0,0,0,0.001666,0,0,0,0,0,0,0,0,0,0.0272734,0.0278401,0,0,0,0,0,0,0,0,0,0.0016394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017314,0,0,0,0,0,0,0,0,0,0.0276557,0.0281978,0,0,0,0,0,0,0,0,0,0.0016054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405995,0,0,0,0,0,0,0,0,0,0.290951,0.29005,0,0,0,0,0,0,0,0,0,0.0405754,0.00478362,0,0,0,0,0,0,0,0,0,0.0398316,0.0401226,0,0,0,0,0,0,0,0,0,0.00475574
spoon_1_3dwh.ply,fixed,0.0151936,0,0,0,0,0,0,0,0,1.02718E-005,0.27797,0.110346,4.00315E-006,0,0,0,0,0,0,0,8.70384E-007,0.0537367,0.0161211,0,0,0,0,0,0,0,0,0,0.00384606,0.11733,4.30236E-006,0,0,0,0,0,0,0,0,0.00173632,0,0,0,0,0,0,0,0,0,1.32718E-007,0.00357795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366941,0,0,0,0,0,0,0,0,1.75929E-007,0.00749993,0.00371544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933354,9.59891E-007,0,0,0,0,0,0,0,1.28396E-005,0.337923,0.518581,1.94694E-005,0,0,0,0,0,0,0,0,0.0432568,0.000252375,0,0,0,0,0,0,0,0,0,0.00711591,0.000790481,0,0,0,0,0,0,0,0,0,0,0.0925382,9.38286E-007,0,0,0,0,0,0,0,1.28427E-005,0.337941,0.517513,1.94231E-005,0,0,0,0,0,0,0,0,0.0432736,0.000246879,0,0,0,0,0,0,0,0,0,0.0071777,0.000779158,0,0,0,0,0,0,0,0,0,0,0.000337689,0,0,0,0,0,0,0,0,0.000000179,0.00752703,0.00368965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38891E-007,0.00370546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153332,0,0,0,0,0,0,0,0,1.03242E-005,0.279125,0.110684,4.04018E-006,0,0,0,0,0,0,0,0.000000858,0.0537622,0.0157486,0,0,0,0,0,0,0,0,0,0.00385133,0.115798,4.20347E-006,0,0,0,0,0,0,0,0,0.00172109
bottle_1_3dwh.ply,fixed,0.0174848,0,0,0,0,0,0,0,0,5.969E-007,0.286185,0.276682,6.99926E-007,0,0,0,0,0,0,0,0,0.0185183,0.00889575,0,0,0,0,0,0,0,0,1.84185E-006,0.0960461,0.0961287,2.10228E-006,0,0,0,0,0,0,0,0,0.0087265,0.00826879,0,0,0,0,0,0,0,0,7.37531E-008,0.157077,0.160493,7.55241E-008,0,0,0,0,0,0,0,0,0.00839101,0,0,0,0,0,0,0,0,0,0,0.00260726,0.00273675,0,0,0,0,0,0,0,0,0,0,0.00885623,0,0,0,0,0,0,0,0,7.37531E-008,0.155091,0.157012,0.000000075,0,0,0,0,0,0,0,0,0.00847842,0,0,0,0,0,0,0,0,0,0,0.00252328,0.00250764,0,0,0,0,0,0,0,0,0,0,0.0234597,0,0,0,0,0,0,0,0,0.00000242,0.326202,0.317071,1.23526E-006,0,0,0,0,0,0,0,0,0.0249497,0.00568131,0,0,0,0,0,0,0,0,1.40505E-005,0.0621188,0.063989,1.77544E-005,0,0,0,0,0,0,0,0,0.00518537,0.0261043,0,0,0,0,0,0,0,0,5.16605E-006,0.331714,0.331739,3.05659E-006,0,0,0,0,0,0,0,6.25027E-010,0.0271602,0.00555989,0,0,0,0,0,0,0,0,1.15839E-005,0.0619637,0.0644902,1.48525E-005,0,0,0,0,0,0,0,0,0.0053933,0.00883123,0,0,0,0,0,0,0,0,7.31281E-008,0.154523,0.158981,7.62533E-008,0,0,0,0,0,0,0,0,0.0080723,0,0,0,0,0,0,0,0,0,0,0.00202992,0.00235111,0,0,0,0,0,0,0,0,0,0,0.00861791,0,0,0,0,0,0,0,0,7.31281E-008,0.155191,0.156355,7.31281E-008,0,0,0,0,0,0,0,0,0.00837728,0,0,0,0,0,0,0,0,0,0,0.00239561,0.00246483,0,0,0,0,0,0,0,0,0,0,0.0181468,0,0,0,0,0,0,0,0,7.21177E-007,0.281059,0.28572,7.37323E-007,0,0,0,0,0,0,0,6.25027E-010,0.0190453,0.00842736,0,0,0,0,0,0,0,0,1.86268E-006,0.095309,0.0926693,1.78924E-006,0,0,0,0,0,0,0,0,0.0087463
bottle_5_3dwh.ply,fixed,0.0207413,0,0,0,0,0,0,0,0,4.08361E-007,0.276422,0.286889,0.000000426,0,0,0,0,0,0,0,0,0.0193242,0.00447551,0,0,0,0,0,0,0,0,2.1004E-006,0.0499497,0.0491498,1.52871E-006,0,0,0,0,0,0,0,0,0.00477983,0.0107479,0,0,0,0,0,0,0,0,2.38446E-007,0.170683,0.174666,2.4713E-007,0,0,0,0,0,0,0,1.88329E-009,0.0113358,0,0,0,0,0,0,0,0,0,0,0.00254061,0.0027057,0,0,0,0,0,0,0,0,0,1.03539E-005,0.01125,0,0,0,0,0,0,0,0,2.45456E-007,0.175962,0.178518,2.49537E-007,0,0,0,0,0,0,0,0,0.0105148,0,0,0,0,0,0,0,0,0,0,0.00272314,0.00299136,0,0,0,0,0,0,0,0,0,0,0.0244823,0,0,0,0,0,0,0,0,5.58502E-007,0.324713,0.324027,5.94389E-007,0,0,0,0,0,0,0,0,0.0243233,0,0,0,0,0,0,0,0,0,0,0.023703,0.0239704,0,0,0,0,0,0,0,0,0,0,0.0237915,0,0,0,0,0,0,0,0,5.55572E-007,0.324984,0.319681,6.04538E-007,0,0,0,0,0,0,0,0,0.0244219,0,0,0,0,0,0,0,0,0,0,0.0241054,0.0234355,0,0,0,0,0,0,0,0,0,0,0.0113682,1.88329E-009,0,0,0,0,0,0,0,0.000000238,0.170962,0.174906,2.44514E-007,0,0,0,0,0,0,0,0,0.0107704,7.00964E-005,0,0,0,0,0,0,0,0,0,0.0028641,0.00296071,0,0,0,0,0,0,0,0,0,0,0.0112456,1.88329E-009,0,0,0,0,0,0,0,0.000000236,0.168252,0.170712,2.39283E-007,0,0,0,0,0,0,0,0,0.00979058,6.23401E-005,0,0,0,0,0,0,0,0,0,0.00258283,0.0025321,0,0,0,0,0,0,0,0,0,0,0.0213194,0,0,0,0,0,0,0,0,4.27403E-007,0.288015,0.288586,4.28345E-007,0,0,0,0,0,0,0,0,0.0206285,0.00433285,0,0,0,0,0,0,0,0,1.7568E-006,0.0488791,0.0486959,1.36047E-006,0,0,0,0,0,0,0,0,0.00431014
pliers_0.ply,revolute,0,0,0,0,0,0,0,0,0,4.54529E-008,0.297727,0,0,0,0,0,0,0,0,0,5.02226E-008,0.318356,0,0,0,0,0,0,0,0,0,0.00000001,0.0444044,0,0,0,0,0,0,0,0,0,1.01006E-008,0.0515636,0,0,0,0,0,0,0,0,0,1.87984E-008,0.11912,0,0,0,0,0,0,0,0,0,1.65538E-008,0.10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78774E-008,0.250787,6.47959E-005,0,0,0,0,0,0,0,0,3.6194E-008,0.243367,0,0,0,0,0,0,0,0,0,0,0.00217359,0,0,0,0,0,0,0,0,0,0,0.00201283,0.000430423,0,0,0,0,0,0,0,0,4.19457E-008,0.269878,0.00290213,2.80573E-010,0,0,0,0,0,0,0,4.2086E-008,0.272938,0,0,0,0,0,0,0,0,0,0,0.0163359,0.000368441,0,0,0,0,0,0,0,0,0,0.0161136,0.00150607,0,0,0,0,0,0,0,0,3.67551E-008,0.291807,0.0100015,5.61147E-010,0,0,0,0,0,0,0,3.66148E-008,0.286302,0,0,0,0,0,0,0,0,0,0,0.0167398,0.00128499,0,0,0,0,0,0,0,0,0,0.0156119,0,0,0,0,0,0,0,0,0,3.56328E-008,0.238516,0.000387763,0,0,0,0,0,0,0,0,3.56328E-008,0.239224,0,0,0,0,0,0,0,0,0,0,0.00158643,0,0,0,0,0,0,0,0,0,0,0.0017173,0,0,0,0,0,0,0,0,0,1.68344E-008,0.11112,0,0,0,0,0,0,0,0,0,1.85178E-008,0.117182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88198E-008,0.313846,0,0,0,0,0,0,0,0,0,4.88198E-008,0.31454,0,0,0,0,0,0,0,0,0,0.000000007,0.043489,0,0,0,0,0,0,0,0,0,7.57548E-009,0.0467063
pen_1_3dwh.ply,fixed,0.0411093,1.61188E-011,0,0,0,0,0,0,0,2.99165E-008,0.339648,0.337497,2.96747E-008,0,0,0,0,0,0,0,0,0.041302,0.00118613,0,0,0,0,0,0,0,0,7.57584E-010,0.0183365,0.0178169,7.17287E-010,0,0,0,0,0,0,0,0,0.00125254,0.000760184,0,0,0,0,0,0,0,0,0.000000001,0.0124824,0.0123986,0.000000001,0,0,0,0,0,0,0,0,0.000727676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000930263,0,0,0,0,0,0,0,0,1.35398E-009,0.0154516,0.0156677,1.37816E-009,0,0,0,0,0,0,0,0,0.00088147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437464,8.0594E-012,0,0,0,0,0,0,0,3.13188E-008,0.355946,0.358857,3.1609E-008,0,0,0,0,0,0,0,0,0.0431987,3.39612E-006,0,0,0,0,0,0,0,0,0,0.0106227,0.0107066,0,0,0,0,0,0,0,0,0,0,0.0461582,0,0,0,0,0,0,0,0,3.24391E-008,0.364064,0.364909,3.24874E-008,0,0,0,0,0,0,0,8.0594E-012,0.0461885,0,0,0,0,0,0,0,0,0,0,0.0109802,0.0108995,0,0,0,0,0,0,0,0,0,0,0.000691155,0,0,0,0,0,0,0,0,1.18473E-009,0.0133066,0.0129271,1.14443E-009,0,0,0,0,0,0,0,0,0.000697774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000580484,0,0,0,0,0,0,0,0,8.78475E-010,0.0104104,0.0102529,8.54296E-010,0,0,0,0,0,0,0,0,0.000638105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419007,0,0,0,0,0,0,0,0,0.00000003,0.339511,0.34073,3.01744E-008,0,0,0,0,0,0,0,8.0594E-012,0.0416454,0.00148957,0,0,0,0,0,0,0,0,8.86534E-010,0.0196302,0.0198973,9.02653E-010,0,0,0,0,0,0,0,0,0.00146668
tablefork_13_3dwh.ply,fixed,0.048837,0,0,0,0,0,0,0,0,0.000000126,0.285242,0.331744,1.51267E-007,0,0,0,0,0,0,0,1.28229E-010,0.037343,5.73556E-005,0,0,0,0,0,0,0,0,2.16706E-008,0.04758,0.022415,1.70971E-010,0,0,0,0,0,0,0,4.27428E-011,0.0073206,0.00073449,0,0,0,0,0,0,0,0,6.66788E-009,0.0153799,0.00764987,3.46217E-009,0,0,0,0,0,0,0,0,0.00128119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000633303,0,0,0,0,0,0,0,0,6.06948E-009,0.0138035,0.00697091,0.000000003,0,0,0,0,0,0,0,0,0.00118349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567432,5.55657E-010,0,0,0,0,0,0,0,1.59388E-007,0.358743,0.394809,1.7687E-007,0,0,0,0,0,0,0,0,0.049127,7.12552E-005,0,0,0,0,0,0,0,0,0,0.00926998,0.0133436,0,0,0,0,0,0,0,0,0,0,0.0550501,4.27428E-011,0,0,0,0,0,0,0,1.65458E-007,0.367841,0.392451,1.75673E-007,0,0,0,0,0,0,0,4.27428E-011,0.0502232,1.03146E-005,0,0,0,0,0,0,0,0,0,0.0081627,0.012007,0,0,0,0,0,0,0,0,0,0,0.00078782,0,0,0,0,0,0,0,0,0.000000007,0.0157949,0.00841926,3.71863E-009,0,0,0,0,0,0,0,0,0.00135386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000851173,0,0,0,0,0,0,0,0,8.3776E-009,0.0194966,0.00900363,0.000000004,0,0,0,0,0,0,0,0,0.00157734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505714,0,0,0,0,0,0,0,0,1.3558E-007,0.302782,0.34123,1.57208E-007,0,0,0,0,0,0,0,4.27428E-010,0.0404381,0.000143307,0,0,0,0,0,0,0,0,2.13714E-008,0.0467144,0.0235821,4.27428E-010,0,0,0,0,0,0,0,1.70971E-010,0.00747014
screwdriver_3_seg.ply,fixed,0,0,0.00248608,0.000262929,0,0,0,0,0,0.00102029,0.265901,0,0,0.000413998,0,0,0,0,0,0,0.000890266,0.26357,0,0,0.00069286,8.85262E-005,0,0,0,0,0,7.48361E-005,0.0378469,0,0,0.000124615,0,0,0,0,0,0,0.000117939,0.0478299,0,0,0,0,0,0,0,0,0,0.000169792,0.0338714,0,0,0,0,0,0,0,0,0,0.000140653,0.0329191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156526,0.0547765,0,0,0,0,0,0,0,0,0,0.000360043,0.0551678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160683,0.420654,0.000964042,0,0,0,0,0,0,0,0,0.00183148,0.418082,0,0,0,0,0,0,0,0,0,0,0.00209226,0,0,0,0,0,0,0,0,0,0,0.00216415,0.000542087,0,0,0,0,0,0,0,0,0.00186364,0.419933,0.00804154,6.13139E-005,9.69535E-005,0,0,0,0,0,0,0.00149371,0.411967,0,0,0,0,0,0,0,0,0,0,0.00204458,1.12962E-005,0,0,0,0,0,0,0,0,0,0.00214294,0,0,0.000683148,8.94661E-005,0,0,0,0,0,0.000193888,0.0518622,0,0,0.000750389,8.80955E-005,0,0,0,0,0,0.000261898,0.0562701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114774,0,0,0,0,0,0,0.000190651,0.0370676,0,0,0,0,0,0,0,0,0,0.000103134,0.0340593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151491,0.000177083,0,0,0,0,0,0.000792192,0.258796,0,0,0.000940169,8.67325E-005,0,0,0,0,0,0.00118951,0.266159,0,0,0.00092839,8.85386E-005,0,0,0,0,0,9.75333E-005,0.0474245,0,0,0.000122448,0,0,0,0,0,0,5.59617E-005,0.038255
mug_1_3dwh.ply,fixed,0.0195204,0,0,0,0,0,0,0,0,2.68332E-007,0.280584,0.285916,2.74408E-007,0,0,0,0,0,0,0,6.62821E-010,0.0193237,0.000828223,0,0,0,0,0,0,0,0,0.000000005,0.0265709,0.0285532,5.85492E-009,0,0,0,0,0,0,0,2.2094E-010,0.000963032,0.00153655,0,0,0,0,0,0,0,0,1.50792E-007,0.172431,0.166352,1.44937E-007,0,0,0,0,0,0,0,0,0.00185449,0.000413915,0,0,0,0,0,0,0,0,1.1268E-008,0.0277867,0.0281959,1.21517E-008,0,0,0,0,0,0,0,0,0.000421361,0.0145194,0,0,0,0,0,0,0,0,2.49663E-007,0.265087,0.26375,2.48337E-007,0,0,0,0,0,0,0,0,0.0146211,0.00293096,0,0,0,0,0,0,0,0,2.83406E-008,0.0479165,0.0489557,2.9144E-008,0,0,0,0,0,0,0,0,0.00285546,0.0113592,0,0,0,0,0,0,0,0,1.88352E-007,0.21017,0.212609,1.90671E-007,0,0,0,0,0,0,0,0,0.0112438,0,0,0,0,0,0,0,0,0,0,0.00970294,0.0098581,0,0,0,0,0,0,0,0,0,0,0.0183085,1.1047E-010,0,0,0,0,0,0,0,2.90416E-007,0.306732,0.307273,2.91199E-007,0,0,0,0,0,0,0,0,0.0178866,1.50468E-005,0,0,0,0,0,0,0,0,0,0.0232885,0.0233943,0,0,0,0,0,0,0,0,0,0,0.0101256,0,0,0,0,0,0,0,0,2.30109E-007,0.257009,0.256402,2.29557E-007,0,0,0,0,0,0,0,0,0.00988325,0,0,0,0,0,0,0,0,0,0,0.0135489,0.0136365,0,0,0,0,0,0,0,0,0,0,0.0198659,1.1047E-009,0,0,0,0,0,0,0,2.58279E-007,0.274014,0.268376,2.52103E-007,0,0,0,0,0,0,0,0,0.0196447,0.000377699,0,0,0,0,0,0,0,0,1.2453E-009,0.0178868,0.0178186,1.71731E-009,0,0,0,0,0,0,0,0,0.000207976,0.0125749,0,0,0,0,0,0,0,0,1.53443E-007,0.178452,0.190748,1.66258E-007,0,0,0,0,0,0,0,1.1047E-010,0.0109717,0.00611683,0,0,0,0,0,0,0,0,3.7369E-008,0.0398928,0.0466183,4.3947E-008,0,0,0,0,0,0,0,1.1047E-010,0.00542183
pliers_1.ply,revolute,0.0299787,0,0,0,0,0,0,0,0,0,0.423381,0.239764,0,0,0,0,0,0,0,0,0,0.187143,0.000569945,0,0,0,0,0,0,0,0,3.60285E-010,0.0275243,0.00955203,0,0,0,0,0,0,0,0,1.261E-009,0.0177449,0.00556703,0,0,0,0,0,0,0,0,0,0.101061,0.0531279,0,0,0,0,0,0,0,0,0,0.0516446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147682,0,0,0,0,0,0,0,0,0,0.244082,0.125378,0,0,0,0,0,0,0,0,0,0.136898,0,0,0,0,0,0,0,0,0,0,0.00152691,0.000608804,0,0,0,0,0,0,0,0,0,0.00101073,0.0208141,0,0,0,0,0,0,0,0,1.80142E-010,0.260971,0.143871,0,0,0,0,0,0,0,0,0,0.143298,0.000567037,0,0,0,0,0,0,0,0,3.60285E-010,0.0307437,0.0163272,3.60285E-010,0,0,0,0,0,0,0,7.20569E-010,0.0199496,0.0208058,0,0,0,0,0,0,0,0,0,0.276466,0.145637,0,0,0,0,0,0,0,0,1.80142E-010,0.147184,0.0011354,0,0,0,0,0,0,0,0,0,0.0436112,0.0194951,0,0,0,0,0,0,0,0,0,0.023457,0.0149742,0,0,0,0,0,0,0,0,0,0.243747,0.126422,1.80142E-010,0,0,0,0,0,0,0,1.80142E-010,0.131073,0,0,0,0,0,0,0,0,0,0,0.00118542,0.000575304,0,0,0,0,0,0,0,0,0,0.000560867,0.00482861,0,0,0,0,0,0,0,0,3.60285E-010,0.0944821,0.0466591,0,0,0,0,0,0,0,0,0,0.0520568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305546,0,0,0,0,0,0,0,0,0,0.404991,0.235669,0,0,0,0,0,0,0,0,0,0.232077,0,0,0,0,0,0,0,0,0,3.60285E-010,0.0247298,0.00877278,0,0,0,0,0,0,0,0,0,0.0234676
tablefork_19_3dwh.ply,fixed,0.0380822,0,0,0,0,0,0,0,0,6.30914E-006,0.316462,0.256121,5.41345E-006,0,0,0,0,0,0,0,3.55772E-007,0.0547345,0.00634547,0,0,0,0,0,0,0,0,0,0.00275351,0.068859,9.30424E-007,0,0,0,0,0,0,0,0,0.000959103,0,0,0,0,0,0,0,0,0,4.20132E-007,0.0217486,0,0,0,0,0,0,0,0,0,0,0.0004437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18461E-007,0.027993,0,0,0,0,0,0,0,0,0,0,0.000685401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806968,4.39798E-007,0,0,0,0,0,0,0,7.21922E-006,0.342096,0.444774,8.85675E-006,0,0,0,0,0,0,0,0,0.0419603,0.00150291,0,0,0,0,0,0,0,0,0,0.0134625,0.0105713,0,0,0,0,0,0,0,0,0,0,0.0782689,3.96891E-007,0,0,0,0,0,0,0,0.00000677,0.325506,0.442159,8.7906E-006,0,0,0,0,0,0,0,0,0.0391147,0.00137164,0,0,0,0,0,0,0,0,0,0.0116667,0.0109577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50758E-007,0.0345615,0,0,0,0,0,0,0,0,0,0,0.00117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000531,0.0274423,0,0,0,0,0,0,0,0,0,0,0.000836867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374072,0,0,0,0,0,0,0,0,6.83833E-006,0.340977,0.252373,5.32942E-006,0,0,0,0,0,0,0,0.000000404,0.0598802,0.00546865,0,0,0,0,0,0,0,0,0,0.00234164,0.0635389,8.02869E-007,0,0,0,0,0,0,0,0,0.000994154
cube.ply,fixed,0.169415,0.000539134,0,0,0,0,0,0,0,0.000364575,0.0770781,0.343347,0.0015259,0,0,0,0,0,0,0,0,0,0.00720839,0,0,0,0,0,0,0,0,0,0.00526005,0.0308904,1.50883E-006,0,0,0,0,0,0,0,0,0,0.166571,0.000794694,0,0,0,0,0,0,0,0.00100426,0.0994141,0.241877,0.00156003,0,0,0,0,0,0,0,0,0.000153911,0.00948,0,0,0,0,0,0,0,0,0,0.00746118,0.0141617,0,0,0,0,0,0,0,0,0,0,0.169724,0.000473666,0,0,0,0,0,0,0,0.0048599,0.135916,0.251482,0.00114558,0,0,0,0,0,0,0,0.000535681,0.000908046,0.0116345,0,0,0,0,0,0,0,0,0.000568845,0.0138752,0.0150561,0,0,0,0,0,0,0,0,0,0,0.15322,0.000193803,0,0,0,0,0,0,0,0.000337237,0.0841945,0.336356,0.000902806,0,0,0,0,0,0,0,0,3.75872E-007,0.00520553,0,0,0,0,0,0,0,0,0,0.00659716,0.0287645,0,0,0,0,0,0,0,0,0,0,0.223914,0.000473702,0,0,0,0,0,0,0,0.000342009,0.108233,0.244069,0.000378421,0,0,0,0,0,0,0,0,0.000450044,0.0201766,0,0,0,0,0,0,0,0,0,0.00821537,0.012246,0,0,0,0,0,0,0,0,0,0,0.209428,0.00307382,0,0,0,0,0,0,0,0.000310477,0.0387124,0.267212,0.00240638,0,0,0,0,0,0,0,0,0,0.0124028,0.000120864,0,0,0,0,0,0,0,0,0.00156808,0.017188,0,0,0,0,0,0,0,0,0,0,0.217893,0.00131881,0,0,0,0,0,0,0,0.00314809,0.0325362,0.309959,0.00359601,0,0,0,0,0,0,0,0,0,0.0138325,0,0,0,0,0,0,0,0,0.000114757,0.00119694,0.0271912,0.000144614,0,0,0,0,0,0,0,0,0,0.201994,0.00098175,0,0,0,0,0,0,0,0.000781116,0.125503,0.228625,0.00112134,0,0,0,0,0,0,0,0,0.000894941,0.0184492,2.18845E-006,0,0,0,0,0,0,0,0,0.0107436,0.0111238,0,0,0,0,0,0,0,0,0,0
